CUSTOMER_ID,CUSTOMER_TYPE
795731311,Registered
762085726,Registered
210090059,Guest
431832360,Registered
324096724,Registered
322698932,Registered
820538371,Registered
841046702,Registered
402025083,Registered
861736401,Registered
383085192,Registered
665116257,Guest
526741526,Guest
317148270,Registered
944710122,Registered
940519993,Registered
614004114,Guest
79953820,Registered
462032817,Guest
311530120,Registered
127332659,Guest
152173855,Registered
647996876,Guest
493204654,Registered
9155110,Registered
121409376,Guest
334063153,Registered
496737582,Registered
666597089,Guest
977650887,Registered
598594821,Guest
758978922,Guest
463663517,Registered
940163379,Registered
440530694,Guest
859195369,Registered
63352113,Registered
435797869,Guest
988358939,Registered
422334136,Guest
902222600,Registered
594520483,Guest
799854508,Registered
130887569,Guest
240828862,Registered
117730699,Guest
588911830,Registered
797724585,Registered
959202974,Registered
148809478,Registered
255788601,Registered
305501119,Registered
563549565,Registered
190377665,Registered
313099176,Registered
724467708,Guest
526706896,Guest
140058344,Registered
89329432,Guest
476878622,Guest
582945953,Registered
928531670,Registered
464910209,Guest
131540037,Registered
770440135,Guest
175291187,Registered
966590943,Guest
600965428,Registered
950820324,Registered
186644315,Registered
311380208,Registered
602081161,Guest
213939789,Registered
969589963,Guest
426235725,Registered
624161125,Registered
358619242,Registered
672832512,Guest
829007626,Registered
621766946,Guest
674450714,Guest
581631949,Registered
313653085,Registered
353394944,Guest
729732002,Registered
49702300,Registered
789191081,Registered
875100860,Registered
372272958,Registered
52433735,Guest
674035722,Registered
615981989,Registered
80052747,Registered
410973070,Guest
878352806,Registered
974828391,Guest
706466263,Guest
833839811,Registered
916112522,Registered
756549452,Registered
90098244,Registered
493800511,Registered
400210669,Guest
633750888,Guest
479106736,Guest
710629407,Guest
788129546,Guest
197441188,Registered
910164051,Registered
560357864,Registered
42348980,Guest
690340756,Guest
568295002,Guest
644057336,Guest
11514787,Guest
525803565,Guest
759343682,Registered
588516075,Registered
837439884,Registered
827464416,Registered
514192796,Guest
844212723,Guest
141617599,Registered
327487130,Guest
318316589,Registered
442392179,Registered
277735232,Registered
674657722,Registered
453429783,Registered
131033655,Registered
545996666,Registered
31130637,Registered
752875597,Registered
754722636,Registered
365834196,Registered
18787624,Registered
14800521,Registered
755800281,Registered
13292464,Registered
178073363,Guest
726870676,Registered
6926311,Registered
465852372,Registered
137867474,Registered
374483070,Registered
374391194,Registered
844188363,Guest
776433774,Registered
883659607,Registered
949952585,Registered
598674491,Guest
16726151,Registered
463343697,Guest
169083346,Registered
68791391,Registered
321964163,Registered
307962225,Registered
389255794,Guest
192629732,Registered
51463088,Guest
309767517,Guest
31712946,Guest
920529371,Registered
330073673,Registered
636771243,Guest
598519563,Guest
63002009,Registered
645744623,Registered
828329130,Registered
35999456,Registered
662627957,Guest
477791035,Registered
585439583,Registered
501758423,Guest
331161058,Guest
377763327,Guest
977582829,Registered
940007252,Guest
54235920,Guest
926798864,Guest
125358165,Registered
655290485,Guest
13372227,Registered
699771523,Registered
465377023,Guest
661984291,Registered
613801760,Registered
807864743,Registered
186720939,Registered
549147048,Guest
459092225,Registered
501445742,Guest
942972331,Registered
880906609,Guest
997831326,Registered
827634578,Guest
49686590,Registered
994062340,Registered
359224332,Guest
299016925,Registered
452211284,Registered
855675125,Registered
652659028,Registered
555950183,Registered
285114646,Registered
158428235,Guest
537664942,Registered
825670465,Registered
853352756,Guest
574660470,Registered
888770796,Registered
598607245,Guest
430302863,Registered
98069358,Registered
898476032,Guest
167175566,Guest
290786922,Registered
631361635,Guest
233704852,Guest
780429172,Registered
11087106,Registered
982263348,Registered
560069187,Registered
651078606,Registered
125926208,Guest
525486565,Registered
69968643,Registered
625471651,Guest
958559130,Guest
512664114,Guest
314437990,Registered
831445836,Registered
679620429,Registered
236564482,Registered
818497765,Registered
585946960,Registered
968968959,Guest
866282826,Registered
444510988,Registered
241592874,Registered
141437196,Guest
471355498,Registered
642182149,Guest
565623505,Registered
443512393,Registered
476504214,Guest
306056866,Registered
136805390,Guest
43232621,Registered
214271012,Registered
763504665,Guest
367396366,Registered
912851884,Registered
267330234,Registered
966845171,Registered
35206186,Registered
512929605,Guest
667038582,Registered
904383726,Guest
517407370,Registered
427843946,Registered
413692340,Guest
891383469,Guest
364024436,Registered
16237932,Registered
650174330,Guest
353758184,Guest
808330531,Registered
237745972,Registered
270879608,Registered
860226028,Registered
220979273,Registered
237294184,Guest
491791499,Registered
708909358,Guest
58360886,Registered
399126249,Registered
95336918,Registered
450467252,Registered
612257127,Guest
671482441,Registered
223489376,Guest
43864573,Registered
163046053,Guest
37254816,Registered
226884859,Registered
935533466,Guest
490486159,Guest
30935984,Registered
768358961,Registered
790607592,Guest
19159665,Registered
393737700,Registered
267706740,Registered
880976983,Registered
172683774,Registered
879791997,Guest
336870343,Registered
397299050,Guest
241253396,Guest
112185217,Registered
604784245,Guest
840266385,Registered
622503254,Guest
497276643,Registered
64319390,Registered
413828380,Guest
109884109,Guest
928260758,Guest
805113799,Registered
618179861,Registered
704283933,Registered
909052025,Registered
951339847,Registered
475160700,Registered
391858781,Guest
214601072,Registered
338731107,Registered
856846586,Guest
966740661,Registered
478113537,Registered
420935825,Guest
512181431,Registered
774940082,Registered
588288031,Registered
80242269,Registered
340653232,Guest
881390820,Guest
122211001,Registered
442680991,Registered
280594775,Guest
366628934,Guest
299101589,Guest
772179322,Registered
61775986,Registered
576094461,Registered
395634463,Registered
693987262,Registered
66503542,Registered
54917792,Registered
176915903,Registered
170227442,Registered
518817285,Guest
74953421,Guest
792512286,Guest
825369695,Guest
113074690,Registered
224389035,Guest
823327058,Registered
348013208,Registered
938268481,Registered
810750291,Registered
383477926,Registered
426133331,Guest
179563551,Registered
105312234,Guest
244509816,Registered
463041400,Guest
578723082,Registered
186225095,Registered
849535065,Registered
895305583,Registered
83196744,Registered
867587517,Registered
149971892,Registered
198215361,Registered
601517507,Registered
835784097,Registered
203765854,Guest
190303909,Guest
527649756,Guest
173893112,Guest
114178703,Registered
759761637,Registered
434981027,Registered
845705112,Registered
116608769,Registered
872108013,Registered
410561912,Registered
248615222,Guest
480062547,Registered
5813301,Registered
641544026,Registered
421367706,Registered
473735759,Guest
928188234,Registered
232255618,Guest
847247451,Registered
304265114,Guest
206111448,Registered
759888684,Guest
290979328,Registered
412298638,Guest
733213909,Registered
248757501,Guest
280050331,Guest
280336876,Registered
99632480,Guest
825839267,Registered
665511757,Registered
123777351,Guest
524739219,Guest
608011397,Guest
929928640,Guest
784308457,Registered
852043887,Guest
540986705,Guest
581104007,Registered
135446095,Guest
375920288,Registered
58329587,Registered
815915875,Registered
4971946,Registered
83443241,Registered
761080606,Registered
451675296,Registered
422772854,Registered
986561968,Registered
191686204,Registered
912750855,Registered
429493120,Guest
601553283,Registered
803287276,Registered
279603525,Registered
357991821,Guest
782203326,Registered
474783538,Guest
891823316,Guest
497990161,Guest
856756944,Registered
886106908,Guest
587191070,Guest
187607329,Guest
927121165,Guest
962563550,Registered
735138612,Guest
981364562,Guest
269247700,Registered
183845190,Registered
682001992,Registered
164285422,Registered
487204300,Guest
947822590,Registered
484645126,Guest
946107125,Guest
452940275,Registered
725127303,Registered
603713950,Guest
485404633,Guest
41572402,Registered
208960973,Registered
7409610,Registered
332145768,Registered
85538300,Registered
281793939,Guest
911511374,Guest
198047682,Registered
612290488,Registered
983242310,Guest
979830270,Guest
307821742,Registered
733471655,Guest
427944058,Registered
504542776,Registered
503259434,Guest
892111929,Registered
276493264,Registered
185142391,Guest
336525185,Registered
896857656,Registered
902471935,Guest
205627565,Guest
80672900,Guest
889366179,Registered
146916483,Registered
470347491,Registered
477257360,Registered
421153560,Registered
131018830,Registered
684359115,Guest
290853978,Registered
823685203,Guest
535060989,Guest
730314768,Guest
42206067,Guest
643351099,Guest
977735151,Guest
987817745,Guest
991031996,Guest
14708805,Registered
743008773,Guest
189351477,Guest
754037947,Registered
691467933,Registered
984502358,Registered
261668288,Registered
13078226,Guest
450663720,Guest
531363766,Registered
164158453,Guest
205988857,Guest
930477286,Guest
218091028,Registered
955955392,Registered
746238579,Registered
348653478,Registered
119896788,Registered
326662899,Registered
99345134,Registered
566426685,Registered
191241636,Registered
590476722,Guest
80742664,Registered
749272021,Registered
712487682,Guest
814106271,Registered
731210067,Registered
191582120,Registered
865743909,Registered
246812242,Registered
226234992,Registered
298933305,Guest
465744830,Registered
108546963,Registered
542457185,Registered
681265489,Registered
322480426,Guest
135866213,Registered
31836785,Guest
497682332,Guest
6040009,Registered
373359487,Guest
801642042,Guest
87031296,Registered
383814434,Guest
346533060,Guest
811968188,Registered
570200965,Guest
22774181,Guest
286268359,Registered
786540836,Registered
843529384,Registered
500133093,Registered
302700334,Registered
866427460,Guest
320195247,Guest
103989216,Registered
477870090,Guest
264202069,Registered
78130389,Guest
782142831,Guest
592184365,Registered
718548780,Registered
259018762,Registered
581117669,Registered
380997123,Registered
71298060,Registered
826245854,Registered
565647888,Guest
405066196,Registered
585933893,Registered
523662465,Guest
703748144,Registered
507335126,Guest
837686098,Registered
586308453,Registered
230496165,Guest
719693974,Guest
635621198,Registered
657833522,Registered
481317662,Registered
750234139,Registered
259812722,Registered
104074360,Guest
5235115,Guest
515175338,Registered
181832404,Registered
271505774,Guest
789860526,Registered
827656946,Guest
809132696,Guest
511931670,Registered
549783023,Registered
244363130,Guest
125465730,Registered
91008678,Registered
427430733,Guest
80211860,Guest
156340790,Registered
769021323,Registered
476767038,Registered
649152706,eClub
404023979,Registered
844612959,Registered
133470231,Guest
149258973,Registered
980763159,Registered
102217799,Registered
9060812,Registered
358273056,Guest
586828403,Guest
744823526,Registered
2224891,Guest
928277547,Guest
507704065,Guest
562120882,Registered
69917882,Registered
183096850,Registered
633488901,Registered
821491761,Guest
202039952,Guest
333135906,Guest
81447185,Guest
775230101,Registered
4606240,Guest
28800504,Registered
147638043,Guest
768757519,Guest
787544278,Guest
78658577,Guest
484645588,Registered
310690412,Guest
166550775,Guest
866078565,Guest
143170557,Guest
838128087,Guest
827730044,Registered
951629943,Guest
949680234,Registered
393321106,Registered
108193047,Guest
591672554,Registered
603945072,Guest
505484635,Registered
860562972,Registered
326408547,Guest
550671160,Registered
998697659,Registered
814741468,Registered
494172544,Registered
467685266,Guest
68565466,Registered
626502403,Registered
81511431,Registered
798631744,Registered
159797712,Registered
285181878,Registered
980222614,Registered
581545363,Registered
920587939,Guest
63325602,Registered
595078898,Guest
316312478,Registered
457137200,Registered
13150608,Registered
243186449,Registered
601048072,Registered
456357244,Guest
674862676,Guest
933438550,Registered
278310248,Registered
715345545,Registered
58059543,Registered
952380440,Guest
848322259,Registered
266732368,Guest
172812817,Registered
593587755,Guest
612713609,Registered
979179127,Registered
388442597,Guest
987219416,Guest
683943629,Guest
34020563,Registered
383777883,Registered
699237047,Registered
525488056,Guest
278884366,Registered
59896504,Registered
369752201,Registered
554847447,Registered
925997041,Registered
815333115,Guest
400912834,Registered
33100051,Guest
311956231,Registered
861414277,Registered
71783963,Registered
66997348,Guest
835903319,Registered
480699666,Registered
273376894,Guest
641504932,Registered
246384329,Registered
878004029,Guest
786120563,Registered
407784125,Registered
961113031,Guest
816356102,Registered
882868735,Guest
356929737,Registered
334117239,Guest
834952309,Registered
776005540,Guest
420048121,Registered
317929120,Guest
400316113,Registered
356318678,Registered
960128358,Registered
878013540,Guest
23280379,Guest
269609815,Registered
689318276,Registered
538999538,Registered
667158302,Registered
326278356,Guest
230457364,Guest
607023877,Guest
587836292,Guest
362416966,Guest
172207924,Registered
979092391,Registered
225840189,Guest
979637678,Registered
99658235,Guest
973788604,Guest
223275094,Guest
417147745,Guest
504179016,Guest
202087180,Registered
92561233,Guest
50970481,Registered
343244519,Guest
176074280,Guest
523429705,Guest
821407786,Guest
411757654,Registered
509293512,Registered
347100943,Registered
970382777,Guest
597724011,Registered
759065695,Registered
813723991,Registered
100233243,Registered
186932723,Registered
214919799,Guest
461520319,Registered
62377808,Registered
643169983,Guest
327050831,Guest
599706544,Guest
299464113,Registered
924505204,Guest
735243502,Guest
359112680,Registered
878058969,Registered
906513805,Registered
548382881,Registered
932117545,Registered
380472900,Registered
543253768,Registered
575661221,Guest
404964394,Registered
379630026,Registered
987391403,Registered
210835460,Registered
692118288,Registered
480426010,Guest
142752853,Registered
195745530,Registered
511527832,Registered
198716229,Guest
34344975,Registered
746565895,Registered
599218962,Registered
315054345,Registered
837764534,Registered
565990307,Registered
3062208,Guest
419726897,Guest
143715034,Registered
657786614,Guest
608184706,Guest
237625784,Registered
342940490,Registered
310190218,Guest
107946197,Registered
987667197,Registered
562227370,Registered
917935752,Guest
972441049,Registered
449447567,Guest
698814230,Registered
601467415,Registered
636702103,Registered
903883427,Registered
506654288,Guest
325816605,Registered
142560825,Guest
892450266,Guest
578115196,Registered
762681231,Registered
638404074,Guest
383569036,Guest
251281194,Registered
837480917,Registered
754282788,Registered
213481164,Registered
997207580,Guest
972238613,Registered
573835334,Registered
46897499,Registered
892768793,Registered
914627809,Guest
90717487,Guest
267398693,Registered
163107496,Registered
974284810,Registered
385310106,Registered
706264972,Registered
247497407,Registered
667808049,Registered
268453719,Registered
392746654,Registered
724496790,Guest
608109528,Registered
473861523,Registered
108658299,Registered
747927861,Registered
44269599,Registered
876380053,Guest
650114167,Registered
658585450,Registered
735346640,Guest
598524843,Guest
726503059,Guest
915302285,Guest
457271372,Registered
640567691,Registered
704848790,Registered
393258014,Registered
330240819,Guest
622791904,Registered
83442031,Registered
927181870,Guest
856554136,Guest
612398429,Guest
153683701,Registered
772782645,Guest
482262748,Guest
84738485,Registered
14186039,Registered
310166438,Registered
77525527,Registered
788120140,Guest
920676277,Registered
591007035,Guest
722843427,Registered
609746631,Guest
573760050,Registered
325692016,Registered
745145196,Registered
471534311,Guest
898794383,Registered
78511718,Registered
375556762,Registered
537496469,Guest
260015064,Registered
898155672,Registered
140940921,Guest
625981805,Registered
131703189,Guest
435889371,Registered
914981184,Guest
155584163,Guest
371835883,Guest
675257006,Guest
34372684,Registered
458622317,Guest
615816860,Registered
419421703,Registered
642988566,Guest
68819977,Registered
70772251,Registered
158952620,Registered
849952042,Guest
462896146,Guest
978109840,Registered
471255804,Registered
465311687,Registered
662258987,Guest
104437601,Registered
176034657,Registered
286671464,Guest
131344000,Registered
685643751,Registered
658216358,Registered
761528533,Guest
663130802,Guest
142150279,Registered
606069237,Registered
576756937,Registered
319177373,Guest
959509775,Registered
787111614,Registered
505446297,Guest
953097015,Registered
89519368,Registered
796266913,Registered
893604653,Guest
977525199,Guest
350393563,Guest
458245924,Registered
349103435,Guest
956795927,Registered
552697353,Registered
547056919,Registered
236599868,Registered
15698767,Registered
770503227,Registered
513332925,Guest
770319835,Guest
441504559,Registered
897509515,Guest
228438259,Registered
662638434,Registered
257967136,Guest
193613704,Registered
51390684,Registered
449184924,Registered
992566367,Guest
345357320,Guest
501232661,Registered
990594652,Registered
376923921,Guest
410141095,Registered
153554674,Registered
651994817,Guest
826353658,Registered
610623927,Guest
352422201,Registered
116796435,Registered
902664567,Registered
892185718,Registered
866886612,Registered
320024180,Registered
324328957,Registered
114116019,Registered
11360614,Guest
758317883,Registered
829767500,Registered
205058772,Registered
825182098,Guest
481106399,Registered
411699547,Guest
444875238,Registered
78738342,Guest
415852172,Guest
670227069,Registered
400635989,Registered
800904732,Guest
193118623,Registered
324303504,Guest
838957017,Guest
139978942,Guest
183904275,Registered
934144329,Registered
734796117,Guest
6518094,Guest
260006687,Registered
100946511,Guest
526178371,Guest
27486351,Registered
23518373,Guest
778773122,Guest
959119764,Registered
825427810,Guest
427792450,Guest
619881197,Guest
470993176,Registered
397446360,Registered
57668234,Guest
759337265,Guest
753256343,Guest
488237365,Guest
631494554,Guest
231070500,Registered
168236592,Registered
563682886,Guest
714796103,Registered
535065617,Guest
778486958,Guest
626807249,Registered
207344305,Registered
342800722,Registered
519184450,Registered
44559598,Registered
772527758,Registered
836951953,Guest
931134239,Registered
70090125,Registered
504904229,Guest
193283514,Registered
700937882,Registered
314536763,Registered
386811888,Registered
424742539,Registered
825778858,Registered
520584833,Registered
975658517,Guest
24230993,Guest
982482972,Registered
639589642,Registered
101660044,Registered
212757562,Registered
188965999,Guest
971290880,Guest
77820093,Guest
980561981,Registered
348949289,Registered
415308177,Registered
279811796,Registered
405844886,Registered
60315836,Registered
762644914,Guest
904223464,Registered
493249176,Registered
524242698,Guest
762147801,Registered
418447371,Registered
381589256,Guest
789683155,Guest
845675242,Guest
107415776,Guest
648431427,Registered
930369391,Registered
912386215,Registered
103587761,Registered
669732395,Registered
644113866,Registered
540365159,Registered
661959069,Guest
189599878,Registered
893868690,Registered
74584762,Registered
63243636,Registered
116671950,Registered
486525133,Registered
137951020,Registered
956390957,Registered
835657258,Registered
144680713,Guest
889876714,Registered
405659448,Guest
823139437,Guest
411891708,Guest
585887004,Registered
79344442,Registered
155155365,Guest
625475483,Registered
431277845,Registered
168658675,Registered
781774948,Registered
913661097,Registered
96814729,Registered
121053605,Registered
912815413,Registered
998834058,Guest
795930818,Registered
232522217,Registered
877549722,Registered
332161960,Registered
503398576,Registered
378885007,Registered
744346283,Registered
635326706,Registered
890960606,Registered
440572153,Registered
181942619,Registered
677136139,Registered
353453774,Registered
217574226,Registered
149766629,Registered
786595511,Registered
418081849,Guest
725026106,Guest
354081604,Registered
194190477,Guest
463382623,Guest
621141379,Guest
759485094,Registered
598304067,Registered
60272425,Registered
871945057,Guest
941895543,Guest
598071093,Guest
484007526,Guest
510944073,Guest
243384533,Guest
666185135,Registered
697514155,Registered
477722478,Guest
290519469,Guest
932419604,Guest
296822347,Guest
613696198,Guest
180951327,Registered
886335307,Guest
105132064,Registered
414071448,Guest
316923805,Guest
386980832,Registered
150423650,Guest
433711200,Guest
717828799,Registered
508482389,Registered
608597328,Registered
993704132,Registered
208946532,Guest
137695988,Guest
391053091,Guest
421149100,Guest
190089376,Registered
374261959,Registered
526565926,Registered
291418704,Guest
703154487,Registered
76606314,Registered
42508426,Registered
443080160,Registered
577815594,Guest
921008291,Registered
945061309,Registered
800729724,Registered
420254849,Guest
888313992,Registered
847950619,Guest
958818169,Registered
229532606,Guest
493671554,Guest
846579218,Guest
77789149,Guest
200200110,Registered
365534723,Registered
539383197,Registered
584646383,Guest
99563421,Registered
417999579,Registered
86039553,Registered
691315454,Registered
535574301,Guest
136240852,Guest
169510347,Registered
870328364,Guest
821625242,Guest
818003119,Guest
67105353,Guest
365741448,Registered
116739076,Guest
626488170,Registered
59457920,Registered
950340072,Guest
45555386,Registered
643714477,Guest
820423831,Registered
326567817,Registered
29032328,Registered
912597035,Registered
527834251,Registered
185950617,Registered
336405579,Guest
933136908,Registered
855798268,Registered
686041069,Guest
750373618,Guest
410548797,Registered
493939335,Guest
958973401,Registered
208900901,Registered
62713581,Guest
11052145,Registered
278425511,Registered
201568980,Guest
204832568,Registered
230306876,Registered
590422798,Registered
756055735,Guest
186343796,Registered
810238901,Registered
156295803,Registered
625318937,Registered
180362310,Registered
376102372,Registered
63766208,Registered
678433835,Registered
54544073,Registered
335712830,Registered
466059897,Registered
304339338,Registered
399133424,Registered
481111288,Guest
361755863,Registered
394345813,Registered
67843365,Guest
206356580,Registered
352050280,Guest
523596484,Registered
637754175,Registered
803245534,Registered
829821454,Registered
193878360,Guest
151257692,Registered
413664480,Registered
368193613,Guest
571066697,Registered
153356474,Registered
148700455,Guest
742936611,Registered
896613540,Registered
376100355,Registered
759560669,Registered
99169663,Guest
436280314,Registered
692486522,Guest
724339234,Guest
719158664,Guest
325067942,Registered
572977089,Guest
886594611,Registered
246974214,Registered
920830562,Guest
204338951,Guest
225251570,Guest
760581312,Guest
